,from_dataset,from_action_idx,from_action_name,to_dataset,to_action_idx,to_action_name,relation
753,stair_actions,35,throwing,kinetics700,76,card_throwing,is-a
754,kinetics700,622,throwing_knife,stair_actions,4,throwing_trash,similar
755,stair_actions,35,throwing,kinetics700,622,throwing_knife,is-a
756,kinetics700,623,throwing_snowballs,stair_actions,4,throwing_trash,similar
757,stair_actions,35,throwing,kinetics700,623,throwing_snowballs,is-a
758,kinetics700,625,throwing_water_balloon,stair_actions,4,throwing_trash,similar
759,stair_actions,35,throwing,kinetics700,625,throwing_water_balloon,is-a
760,stair_actions,59,holding_someone,kinetics700,77,carrying_baby,is-a
761,kinetics700,241,high_fiving,stair_actions,71,doing_high_five,equal
762,stair_actions,59,holding_someone,kinetics700,252,hugging_(not_baby),is-a
763,kinetics700,252,hugging_(not_baby),stair_actions,72,hugging,equal
764,stair_actions,59,holding_someone,kinetics700,253,hugging_baby,is-a
765,stair_actions,72,hugging,kinetics700,253,hugging_baby,is-a
766,stair_actions,76,giving_massage,kinetics700,323,massaging_back,is-a
767,stair_actions,76,giving_massage,kinetics700,324,massaging_feet,is-a
768,stair_actions,76,giving_massage,kinetics700,325,massaging_legs,is-a
769,stair_actions,76,giving_massage,kinetics700,326,massaging_neck,is-a
770,stair_actions,76,giving_massage,kinetics700,327,massaging_person's_head,is-a
771,kinetics700,513,shaking_hands,stair_actions,74,shaking_hands,equal
772,stair_actions,96,being_angry,kinetics700,57,breathing_fire,is-a
773,kinetics700,346,opening_door,stair_actions,6,opening_refrigerator_door,is-a
774,stair_actions,19,playing_with_toy,kinetics700,658,using_puppets,is-a
775,activitynet,96,Painting,kinetics700,58,brush_painting,is-a
776,kinetics700,58,brush_painting,activitynet,97,Painting_fence,similar
777,kinetics700,58,brush_painting,activitynet,98,Painting_furniture,similar
778,kinetics700,64,building_sandcastle,activitynet,18,Building_sandcastles,equal
779,kinetics700,80,carving_ice,activitynet,25,Carving_jack-o-lanterns,similar
780,kinetics700,81,carving_marble,activitynet,25,Carving_jack-o-lanterns,similar
781,kinetics700,82,carving_pumpkin,activitynet,25,Carving_jack-o-lanterns,is-a
782,kinetics700,83,carving_wood_with_a_knife,activitynet,25,Carving_jack-o-lanterns,similar
783,kinetics700,115,coloring_in,activitynet,96,Painting,is-a
784,activitynet,83,Knitting,kinetics700,132,crocheting,is-a
785,kinetics700,152,decorating_the_christmas_tree,activitynet,39,Decorating_the_Christmas_tree,equal
786,kinetics700,167,drawing,activitynet,96,Painting,similar
787,kinetics700,222,getting_a_tattoo,activitynet,62,Getting_a_tattoo,equal
788,kinetics700,282,knitting,activitynet,83,Knitting,equal
789,activitynet,96,Painting,kinetics700,572,spray_painting,is-a
790,kinetics700,687,weaving_fabric,activitynet,83,Knitting,similar
791,kinetics700,242,high_jump,activitynet,70,High_jump,equal
792,kinetics700,242,high_jump,activitynet,86,Long_jump,similar
793,kinetics700,242,high_jump,activitynet,178,Triple_jump,similar
794,kinetics700,300,long_jump,activitynet,70,High_jump,similar
795,kinetics700,300,long_jump,activitynet,86,Long_jump,equal
796,kinetics700,300,long_jump,activitynet,178,Triple_jump,similar
797,kinetics700,443,pole_vault,activitynet,127,Pole_vault,equal
798,kinetics700,639,triple_jump,activitynet,70,High_jump,similar
799,kinetics700,639,triple_jump,activitynet,86,Long_jump,similar
800,kinetics700,639,triple_jump,activitynet,178,Triple_jump,equal
801,kinetics700,9,archery,activitynet,1,Archery,equal
802,kinetics700,87,catching_or_throwing_frisbee,activitynet,41,Discus_throw,similar
803,kinetics700,87,catching_or_throwing_frisbee,activitynet,65,Hammer_throw,similar
804,kinetics700,87,catching_or_throwing_frisbee,activitynet,79,Javelin_throw,similar
805,kinetics700,158,disc_golfing,activitynet,41,Discus_throw,similar
806,kinetics700,234,hammer_throw,activitynet,41,Discus_throw,similar
807,kinetics700,234,hammer_throw,activitynet,65,Hammer_throw,equal
808,kinetics700,234,hammer_throw,activitynet,79,Javelin_throw,similar
809,kinetics700,265,javelin_throw,activitynet,41,Discus_throw,similar
810,kinetics700,265,javelin_throw,activitynet,65,Hammer_throw,similar
811,kinetics700,265,javelin_throw,activitynet,79,Javelin_throw,equal
812,kinetics700,528,shot_put,activitynet,153,Shot_put,equal
813,kinetics700,619,throwing_axe,activitynet,65,Hammer_throw,similar
814,kinetics700,619,throwing_axe,activitynet,79,Javelin_throw,similar
815,kinetics700,621,throwing_discus,activitynet,41,Discus_throw,equal
816,kinetics700,621,throwing_discus,activitynet,65,Hammer_throw,similar
817,kinetics700,621,throwing_discus,activitynet,79,Javelin_throw,similar
818,kinetics700,14,assembling_bicycle,activitynet,3,Assembling_bicycle,equal
819,kinetics700,14,assembling_bicycle,activitynet,55,Fixing_bicycle,similar
820,kinetics700,92,changing_wheel_(not_on_bike),activitynet,26,Changing_car_wheel,equal
821,kinetics700,94,checking_tires,activitynet,26,Changing_car_wheel,similar
822,activitynet,55,Fixing_bicycle,kinetics700,94,checking_tires,is-a
823,kinetics700,206,fixing_bicycle,activitynet,3,Assembling_bicycle,similar
824,kinetics700,206,fixing_bicycle,activitynet,55,Fixing_bicycle,equal
825,kinetics700,477,repairing_puncture,activitynet,26,Changing_car_wheel,similar
826,activitynet,55,Fixing_bicycle,kinetics700,477,repairing_puncture,is-a
827,kinetics700,48,bouncing_ball_(not_juggling),activitynet,175,Tennis_serve_with_ball_bouncing,is-a
828,kinetics700,51,bowling,activitynet,124,Playing_ten_pins,is-a
829,kinetics700,161,dodgeball,activitynet,42,Dodgeball,equal
830,activitynet,85,Layup_drill_in_basketball,kinetics700,168,dribbling_basketball,is-a
831,activitynet,85,Layup_drill_in_basketball,kinetics700,176,dunking_basketball,is-a
832,activitynet,9,Beach_soccer,kinetics700,279,kicking_soccer_ball,is-a
833,activitynet,58,Futsal,kinetics700,279,kicking_soccer_ball,is-a
834,kinetics700,279,kicking_soccer_ball,activitynet,115,Playing_kickball,similar
835,activitynet,9,Beach_soccer,kinetics700,356,passing_soccer_ball,is-a
836,activitynet,58,Futsal,kinetics700,356,passing_soccer_ball,is-a
837,kinetics700,378,playing_basketball,activitynet,85,Layup_drill_in_basketball,is-a
838,kinetics700,404,playing_kickball,activitynet,115,Playing_kickball,equal
839,kinetics700,438,playing_volleyball,activitynet,106,Playing_beach_volleyball,is-a
840,kinetics700,438,playing_volleyball,activitynet,188,Volleyball,equal
841,activitynet,85,Layup_drill_in_basketball,kinetics700,524,shooting_basketball,is-a
842,activitynet,9,Beach_soccer,kinetics700,525,shooting_goal_(soccer),is-a
843,activitynet,58,Futsal,kinetics700,525,shooting_goal_(soccer),is-a
844,kinetics700,525,shooting_goal_(soccer),activitynet,115,Playing_kickball,similar
845,activitynet,6,Ballet,kinetics700,629,tiptoeing,is-a
846,kinetics700,59,brushing_floor,activitynet,93,Mooping_floor,similar
847,kinetics700,59,brushing_floor,activitynet,187,Vacuuming_floor,similar
848,kinetics700,106,cleaning_gutters,activitynet,30,Cleaning_shoes,similar
849,kinetics700,106,cleaning_gutters,activitynet,31,Cleaning_sink,similar
850,kinetics700,106,cleaning_gutters,activitynet,32,Cleaning_windows,similar
851,kinetics700,107,cleaning_pool,activitynet,30,Cleaning_shoes,similar
852,kinetics700,107,cleaning_pool,activitynet,31,Cleaning_sink,similar
853,kinetics700,107,cleaning_pool,activitynet,32,Cleaning_windows,similar
854,kinetics700,108,cleaning_shoes,activitynet,30,Cleaning_shoes,equal
855,kinetics700,108,cleaning_shoes,activitynet,31,Cleaning_sink,similar
856,kinetics700,108,cleaning_shoes,activitynet,32,Cleaning_windows,similar
857,kinetics700,108,cleaning_shoes,activitynet,129,Polishing_shoes,is-a
858,kinetics700,109,cleaning_toilet,activitynet,30,Cleaning_shoes,similar
859,kinetics700,109,cleaning_toilet,activitynet,31,Cleaning_sink,similar
860,kinetics700,109,cleaning_toilet,activitynet,32,Cleaning_windows,similar
861,kinetics700,110,cleaning_windows,activitynet,30,Cleaning_shoes,similar
862,kinetics700,110,cleaning_windows,activitynet,31,Cleaning_sink,similar
863,kinetics700,110,cleaning_windows,activitynet,32,Cleaning_windows,equal
864,kinetics700,164,doing_laundry,activitynet,67,Hand_washing_clothes,is-a
865,kinetics700,235,hand_washing_clothes,activitynet,67,Hand_washing_clothes,equal
866,kinetics700,333,mopping_floor,activitynet,93,Mooping_floor,equal
867,kinetics700,444,polishing_furniture,activitynet,128,Polishing_forniture,equal
868,kinetics700,444,polishing_furniture,activitynet,129,Polishing_shoes,similar
869,kinetics700,445,polishing_metal,activitynet,128,Polishing_forniture,similar
870,kinetics700,445,polishing_metal,activitynet,129,Polishing_shoes,similar
871,activitynet,30,Cleaning_shoes,kinetics700,522,shining_shoes,is-a
872,kinetics700,522,shining_shoes,activitynet,129,Polishing_shoes,equal
873,kinetics700,592,sweeping_floor,activitynet,93,Mooping_floor,similar
874,kinetics700,592,sweeping_floor,activitynet,187,Vacuuming_floor,similar
875,activitynet,187,Vacuuming_floor,kinetics700,661,vacuuming_car,is-a
876,kinetics700,662,vacuuming_floor,activitynet,93,Mooping_floor,similar
877,kinetics700,662,vacuuming_floor,activitynet,187,Vacuuming_floor,equal
878,kinetics700,672,washing_dishes,activitynet,191,Washing_dishes,equal
879,kinetics700,263,ironing,activitynet,78,Ironing_clothes,is-a
880,kinetics700,471,putting_on_shoes,activitynet,135,Putting_on_shoes,equal
881,activitynet,135,Putting_on_shoes,kinetics700,644,tying_shoe_laces,is-a
882,kinetics700,20,baking_cookies,activitynet,5,Baking_cookies,equal
883,kinetics700,120,cooking_egg,activitynet,91,Making_an_omelette,is-a
884,kinetics700,306,making_a_cake,activitynet,88,Making_a_cake,equal
885,kinetics700,306,making_a_cake,activitynet,89,Making_a_lemonade,similar
886,kinetics700,306,making_a_cake,activitynet,90,Making_a_sandwich,similar
887,kinetics700,306,making_a_cake,activitynet,91,Making_an_omelette,similar
888,kinetics700,307,making_a_sandwich,activitynet,88,Making_a_cake,similar
889,kinetics700,307,making_a_sandwich,activitynet,89,Making_a_lemonade,similar
890,kinetics700,307,making_a_sandwich,activitynet,90,Making_a_sandwich,equal
891,kinetics700,307,making_a_sandwich,activitynet,91,Making_an_omelette,similar
892,kinetics700,310,making_cheese,activitynet,88,Making_a_cake,similar
893,kinetics700,310,making_cheese,activitynet,89,Making_a_lemonade,similar
894,kinetics700,310,making_cheese,activitynet,90,Making_a_sandwich,similar
895,kinetics700,310,making_cheese,activitynet,91,Making_an_omelette,similar
896,kinetics700,315,making_pizza,activitynet,88,Making_a_cake,similar
897,kinetics700,315,making_pizza,activitynet,89,Making_a_lemonade,similar
898,kinetics700,315,making_pizza,activitynet,90,Making_a_sandwich,similar
899,kinetics700,315,making_pizza,activitynet,91,Making_an_omelette,similar
900,kinetics700,318,making_sushi,activitynet,88,Making_a_cake,similar
901,kinetics700,318,making_sushi,activitynet,89,Making_a_lemonade,similar
902,kinetics700,318,making_sushi,activitynet,90,Making_a_sandwich,similar
903,kinetics700,318,making_sushi,activitynet,91,Making_an_omelette,similar
904,kinetics700,359,peeling_potatoes,activitynet,99,Peeling_potatoes,equal
905,kinetics700,450,preparing_salad,activitynet,132,Preparing_salad,equal
906,kinetics700,503,sausage_making,activitynet,88,Making_a_cake,similar
907,kinetics700,503,sausage_making,activitynet,89,Making_a_lemonade,similar
908,kinetics700,503,sausage_making,activitynet,90,Making_a_sandwich,similar
909,kinetics700,503,sausage_making,activitynet,91,Making_an_omelette,similar
910,activitynet,132,Preparing_salad,kinetics700,632,tossing_salad,is-a
911,kinetics700,31,belly_dancing,activitynet,11,Belly_dance,equal
912,kinetics700,54,breakdancing,activitynet,15,Breakdancing,equal
913,kinetics700,73,capoeira,activitynet,24,Capoeira,equal
914,kinetics700,96,cheerleading,activitynet,27,Cheerleading,equal
915,kinetics700,136,cumbia,activitynet,36,Cumbia,equal
916,activitynet,199,Zumba,kinetics700,136,cumbia,is-a
917,kinetics700,146,dancing_ballet,activitynet,6,Ballet,equal
918,activitynet,6,Ballet,kinetics700,370,pirouetting,is-a
919,kinetics700,609,tango_dancing,activitynet,174,Tango,equal
920,kinetics700,699,zumba,activitynet,36,Cumbia,is-a
921,kinetics700,699,zumba,activitynet,199,Zumba,equal
922,kinetics700,169,drinking_shots,activitynet,51,Drinking_beer,similar
923,kinetics700,169,drinking_shots,activitynet,52,Drinking_coffee,similar
924,kinetics700,185,eating_ice_cream,activitynet,69,Having_an_ice_cream,equal
925,kinetics700,105,clean_and_jerk,activitynet,29,Clean_and_jerk,equal
926,kinetics700,150,deadlifting,activitynet,29,Clean_and_jerk,is-a
927,kinetics700,150,deadlifting,activitynet,161,Snatch,is-a
928,kinetics700,162,doing_aerobics,activitynet,50,Doing_step_aerobics,is-a
929,kinetics700,162,doing_aerobics,activitynet,54,Elliptical_trainer,is-a
930,kinetics700,162,doing_aerobics,activitynet,74,Hula_hoop,is-a
931,kinetics700,162,doing_aerobics,activitynet,147,Running_a_marathon,is-a
932,kinetics700,561,snatch_weight_lifting,activitynet,161,Snatch,equal
933,kinetics700,41,blowing_leaves,activitynet,13,Blowing_leaves,equal
934,kinetics700,101,chopping_wood,activitynet,28,Chopping_wood,equal
935,activitynet,38,Cutting_the_grass,kinetics700,340,mowing_lawn,is-a
936,kinetics700,340,mowing_lawn,activitynet,94,Mowing_the_lawn,equal
937,kinetics700,637,trimming_shrubs,activitynet,177,Trimming_branches_or_hedges,similar
938,kinetics700,638,trimming_trees,activitynet,177,Trimming_branches_or_hedges,is-a
939,activitynet,180,Tumbling,kinetics700,79,cartwheeling,is-a
940,activitynet,180,Tumbling,kinetics700,233,gymnastics_tumbling,is-a
941,activitynet,180,Tumbling,kinetics700,567,somersaulting,is-a
942,kinetics700,38,blowdrying_hair,activitynet,12,Blow-drying_hair,equal
943,kinetics700,52,braiding_hair,activitynet,14,Braiding_hair,equal
944,kinetics700,60,brushing_hair,activitynet,16,Brushing_hair,equal
945,kinetics700,116,combing_hair,activitynet,16,Brushing_hair,similar
946,kinetics700,207,fixing_hair,activitynet,12,Blow-drying_hair,is-a
947,kinetics700,207,fixing_hair,activitynet,14,Braiding_hair,is-a
948,kinetics700,207,fixing_hair,activitynet,16,Brushing_hair,is-a
949,kinetics700,207,fixing_hair,activitynet,60,Getting_a_haircut,similar
950,kinetics700,207,fixing_hair,activitynet,138,Removing_curlers,is-a
951,kinetics700,220,getting_a_haircut,activitynet,60,Getting_a_haircut,equal
952,activitynet,138,Removing_curlers,kinetics700,264,ironing_hair,is-a
953,kinetics700,61,brushing_teeth,activitynet,17,Brushing_teeth,equal
954,kinetics700,218,gargling,activitynet,59,Gargling_mouthwash,is-a
955,kinetics700,465,putting_in_contact_lenses,activitynet,133,Putting_in_contact_lenses,equal
956,kinetics700,558,smoking,activitynet,159,Smoking_a_cigarette,is-a
957,kinetics700,558,smoking,activitynet,160,Smoking_hookah,is-a
958,kinetics700,559,smoking_hookah,activitynet,159,Smoking_a_cigarette,similar
959,kinetics700,559,smoking_hookah,activitynet,160,Smoking_hookah,equal
960,kinetics700,560,smoking_pipe,activitynet,159,Smoking_a_cigarette,similar
961,kinetics700,560,smoking_pipe,activitynet,160,Smoking_hookah,similar
962,kinetics700,67,bungee_jumping,activitynet,20,Bungee_jumping,equal
963,kinetics700,111,climbing_a_rope,activitynet,143,Rock_climbing,similar
964,kinetics700,112,climbing_ladder,activitynet,143,Rock_climbing,similar
965,kinetics700,257,ice_climbing,activitynet,143,Rock_climbing,similar
966,kinetics700,491,rock_climbing,activitynet,143,Rock_climbing,equal
967,kinetics700,25,bathing_dog,activitynet,7,Bathing_dog,equal
968,kinetics700,25,bathing_dog,activitynet,63,Grooming_dog,similar
969,kinetics700,85,catching_fish,activitynet,76,Ice_fishing,is-a
970,kinetics700,230,grooming_cat,activitynet,63,Grooming_dog,similar
971,kinetics700,230,grooming_cat,activitynet,64,Grooming_horse,similar
972,kinetics700,231,grooming_dog,activitynet,7,Bathing_dog,similar
973,kinetics700,231,grooming_dog,activitynet,63,Grooming_dog,equal
974,kinetics700,231,grooming_dog,activitynet,64,Grooming_horse,similar
975,kinetics700,232,grooming_horse,activitynet,63,Grooming_dog,similar
976,kinetics700,232,grooming_horse,activitynet,64,Grooming_horse,equal
977,kinetics700,258,ice_fishing,activitynet,76,Ice_fishing,equal
978,kinetics700,479,riding_camel,activitynet,22,Camel_ride,equal
979,kinetics700,483,riding_or_walking_with_horse,activitynet,21,Calf_roping,is-a
980,kinetics700,483,riding_or_walking_with_horse,activitynet,73,Horseback_riding,is-a
981,kinetics700,483,riding_or_walking_with_horse,activitynet,118,Playing_polo,is-a
982,kinetics700,669,walking_the_dog,activitynet,190,Walking_the_dog,equal
983,kinetics700,7,applying_cream,activitynet,0,Applying_sunscreen,similar
984,kinetics700,165,doing_nails,activitynet,49,Doing_nails,equal
985,activitynet,134,Putting_on_makeup,kinetics700,177,dyeing_eyebrows,is-a
986,activitynet,134,Putting_on_makeup,kinetics700,204,filling_eyebrows,is-a
987,kinetics700,221,getting_a_piercing,activitynet,61,Getting_a_piercing,equal
988,activitynet,134,Putting_on_makeup,kinetics700,466,putting_on_eyeliner,is-a
989,activitynet,134,Putting_on_makeup,kinetics700,467,putting_on_foundation,is-a
990,activitynet,134,Putting_on_makeup,kinetics700,468,putting_on_lipstick,is-a
991,activitynet,134,Putting_on_makeup,kinetics700,469,putting_on_mascara,is-a
992,kinetics700,11,arm_wrestling,activitynet,2,Arm_wrestling,equal
993,activitynet,46,Doing_karate,kinetics700,243,high_kick,is-a
994,activitynet,47,Doing_kickboxing,kinetics700,243,high_kick,is-a
995,activitynet,47,Doing_kickboxing,kinetics700,458,punching_bag,is-a
996,activitynet,46,Doing_karate,kinetics700,535,side_kick,is-a
997,activitynet,47,Doing_kickboxing,kinetics700,535,side_kick,is-a
998,kinetics700,602,sword_fighting,activitynet,45,Doing_fencing,is-a
999,kinetics700,606,tai_chi,activitynet,173,Tai_chi,equal
1000,kinetics700,694,wrestling,activitynet,2,Arm_wrestling,is-a
1001,kinetics700,694,wrestling,activitynet,43,Doing_a_powerbomb,is-a
1002,kinetics700,694,wrestling,activitynet,168,Sumo,is-a
1003,kinetics700,250,hoverboarding,activitynet,87,Longboarding,similar
1004,kinetics700,250,hoverboarding,activitynet,156,Skateboarding,similar
1005,kinetics700,250,hoverboarding,activitynet,163,Snowboarding,similar
1006,kinetics700,272,jumping_bicycle,activitynet,4,BMX,is-a
1007,kinetics700,335,motorcycling,activitynet,48,Doing_motocross,is-a
1008,kinetics700,478,riding_a_bike,activitynet,4,BMX,is-a
1009,kinetics700,478,riding_a_bike,activitynet,48,Doing_motocross,is-a
1010,kinetics700,493,roller_skating,activitynet,144,Rollerblading,is-a
1011,kinetics700,542,skateboarding,activitynet,87,Longboarding,similar
1012,kinetics700,542,skateboarding,activitynet,156,Skateboarding,equal
1013,kinetics700,542,skateboarding,activitynet,163,Snowboarding,similar
1014,kinetics700,374,playing_accordion,activitynet,103,Playing_accordion,equal
1015,kinetics700,374,playing_accordion,activitynet,105,Playing_bagpipes,similar
1016,kinetics700,374,playing_accordion,activitynet,108,Playing_congas,similar
1017,kinetics700,374,playing_accordion,activitynet,109,Playing_drums,similar
1018,kinetics700,374,playing_accordion,activitynet,111,Playing_flauta,similar
1019,kinetics700,374,playing_accordion,activitynet,112,Playing_guitarra,similar
1020,kinetics700,374,playing_accordion,activitynet,113,Playing_harmonica,similar
1021,kinetics700,374,playing_accordion,activitynet,117,Playing_piano,similar
1022,kinetics700,374,playing_accordion,activitynet,122,Playing_saxophone,similar
1023,kinetics700,374,playing_accordion,activitynet,125,Playing_violin,similar
1024,kinetics700,377,playing_bagpipes,activitynet,103,Playing_accordion,similar
1025,kinetics700,377,playing_bagpipes,activitynet,105,Playing_bagpipes,equal
1026,kinetics700,377,playing_bagpipes,activitynet,108,Playing_congas,similar
1027,kinetics700,377,playing_bagpipes,activitynet,109,Playing_drums,similar
1028,kinetics700,377,playing_bagpipes,activitynet,111,Playing_flauta,similar
1029,kinetics700,377,playing_bagpipes,activitynet,112,Playing_guitarra,similar
1030,kinetics700,377,playing_bagpipes,activitynet,113,Playing_harmonica,similar
1031,kinetics700,377,playing_bagpipes,activitynet,117,Playing_piano,similar
1032,kinetics700,377,playing_bagpipes,activitynet,122,Playing_saxophone,similar
1033,kinetics700,377,playing_bagpipes,activitynet,125,Playing_violin,similar
1034,kinetics700,379,playing_bass_guitar,activitynet,103,Playing_accordion,similar
1035,kinetics700,379,playing_bass_guitar,activitynet,105,Playing_bagpipes,similar
1036,kinetics700,379,playing_bass_guitar,activitynet,108,Playing_congas,similar
1037,kinetics700,379,playing_bass_guitar,activitynet,109,Playing_drums,similar
1038,kinetics700,379,playing_bass_guitar,activitynet,111,Playing_flauta,similar
1039,activitynet,112,Playing_guitarra,kinetics700,379,playing_bass_guitar,is-a
1040,kinetics700,379,playing_bass_guitar,activitynet,113,Playing_harmonica,similar
1041,kinetics700,379,playing_bass_guitar,activitynet,117,Playing_piano,similar
1042,kinetics700,379,playing_bass_guitar,activitynet,122,Playing_saxophone,similar
1043,kinetics700,379,playing_bass_guitar,activitynet,125,Playing_violin,similar
1044,kinetics700,384,playing_cello,activitynet,103,Playing_accordion,similar
1045,kinetics700,384,playing_cello,activitynet,105,Playing_bagpipes,similar
1046,kinetics700,384,playing_cello,activitynet,108,Playing_congas,similar
1047,kinetics700,384,playing_cello,activitynet,109,Playing_drums,similar
1048,kinetics700,384,playing_cello,activitynet,111,Playing_flauta,similar
1049,kinetics700,384,playing_cello,activitynet,112,Playing_guitarra,similar
1050,kinetics700,384,playing_cello,activitynet,113,Playing_harmonica,similar
1051,kinetics700,384,playing_cello,activitynet,117,Playing_piano,similar
1052,kinetics700,384,playing_cello,activitynet,122,Playing_saxophone,similar
1053,kinetics700,384,playing_cello,activitynet,125,Playing_violin,similar
1054,kinetics700,387,playing_clarinet,activitynet,103,Playing_accordion,similar
1055,kinetics700,387,playing_clarinet,activitynet,105,Playing_bagpipes,similar
1056,kinetics700,387,playing_clarinet,activitynet,108,Playing_congas,similar
1057,kinetics700,387,playing_clarinet,activitynet,109,Playing_drums,similar
1058,kinetics700,387,playing_clarinet,activitynet,111,Playing_flauta,similar
1059,kinetics700,387,playing_clarinet,activitynet,112,Playing_guitarra,similar
1060,kinetics700,387,playing_clarinet,activitynet,113,Playing_harmonica,similar
1061,kinetics700,387,playing_clarinet,activitynet,117,Playing_piano,similar
1062,kinetics700,387,playing_clarinet,activitynet,122,Playing_saxophone,similar
1063,kinetics700,387,playing_clarinet,activitynet,125,Playing_violin,similar
1064,activitynet,53,Drum_corps,kinetics700,390,playing_cymbals,is-a
1065,kinetics700,390,playing_cymbals,activitynet,103,Playing_accordion,similar
1066,kinetics700,390,playing_cymbals,activitynet,105,Playing_bagpipes,similar
1067,kinetics700,390,playing_cymbals,activitynet,108,Playing_congas,similar
1068,kinetics700,390,playing_cymbals,activitynet,109,Playing_drums,similar
1069,kinetics700,390,playing_cymbals,activitynet,111,Playing_flauta,similar
1070,kinetics700,390,playing_cymbals,activitynet,112,Playing_guitarra,similar
1071,kinetics700,390,playing_cymbals,activitynet,113,Playing_harmonica,similar
1072,kinetics700,390,playing_cymbals,activitynet,117,Playing_piano,similar
1073,kinetics700,390,playing_cymbals,activitynet,122,Playing_saxophone,similar
1074,kinetics700,390,playing_cymbals,activitynet,125,Playing_violin,similar
1075,kinetics700,392,playing_didgeridoo,activitynet,103,Playing_accordion,similar
1076,kinetics700,392,playing_didgeridoo,activitynet,105,Playing_bagpipes,similar
1077,kinetics700,392,playing_didgeridoo,activitynet,108,Playing_congas,similar
1078,kinetics700,392,playing_didgeridoo,activitynet,109,Playing_drums,similar
1079,kinetics700,392,playing_didgeridoo,activitynet,111,Playing_flauta,similar
1080,kinetics700,392,playing_didgeridoo,activitynet,112,Playing_guitarra,similar
1081,kinetics700,392,playing_didgeridoo,activitynet,113,Playing_harmonica,similar
1082,kinetics700,392,playing_didgeridoo,activitynet,117,Playing_piano,similar
1083,kinetics700,392,playing_didgeridoo,activitynet,122,Playing_saxophone,similar
1084,kinetics700,392,playing_didgeridoo,activitynet,125,Playing_violin,similar
1085,activitynet,53,Drum_corps,kinetics700,394,playing_drums,is-a
1086,kinetics700,394,playing_drums,activitynet,103,Playing_accordion,similar
1087,kinetics700,394,playing_drums,activitynet,105,Playing_bagpipes,similar
1088,kinetics700,394,playing_drums,activitynet,108,Playing_congas,is-a
1089,kinetics700,394,playing_drums,activitynet,109,Playing_drums,equal
1090,kinetics700,394,playing_drums,activitynet,111,Playing_flauta,similar
1091,kinetics700,394,playing_drums,activitynet,112,Playing_guitarra,similar
1092,kinetics700,394,playing_drums,activitynet,113,Playing_harmonica,similar
1093,kinetics700,394,playing_drums,activitynet,117,Playing_piano,similar
1094,kinetics700,394,playing_drums,activitynet,122,Playing_saxophone,similar
1095,kinetics700,394,playing_drums,activitynet,125,Playing_violin,similar
1096,kinetics700,396,playing_flute,activitynet,103,Playing_accordion,similar
1097,kinetics700,396,playing_flute,activitynet,105,Playing_bagpipes,similar
1098,kinetics700,396,playing_flute,activitynet,108,Playing_congas,similar
1099,kinetics700,396,playing_flute,activitynet,109,Playing_drums,similar
1100,kinetics700,396,playing_flute,activitynet,111,Playing_flauta,similar
1101,kinetics700,396,playing_flute,activitynet,112,Playing_guitarra,similar
1102,kinetics700,396,playing_flute,activitynet,113,Playing_harmonica,similar
1103,kinetics700,396,playing_flute,activitynet,117,Playing_piano,similar
1104,kinetics700,396,playing_flute,activitynet,122,Playing_saxophone,similar
1105,kinetics700,396,playing_flute,activitynet,125,Playing_violin,similar
1106,kinetics700,398,playing_guitar,activitynet,103,Playing_accordion,similar
1107,kinetics700,398,playing_guitar,activitynet,105,Playing_bagpipes,similar
1108,kinetics700,398,playing_guitar,activitynet,108,Playing_congas,similar
1109,kinetics700,398,playing_guitar,activitynet,109,Playing_drums,similar
1110,kinetics700,398,playing_guitar,activitynet,111,Playing_flauta,similar
1111,kinetics700,398,playing_guitar,activitynet,112,Playing_guitarra,equal
1112,kinetics700,398,playing_guitar,activitynet,113,Playing_harmonica,similar
1113,kinetics700,398,playing_guitar,activitynet,117,Playing_piano,similar
1114,kinetics700,398,playing_guitar,activitynet,122,Playing_saxophone,similar
1115,kinetics700,398,playing_guitar,activitynet,125,Playing_violin,similar
1116,kinetics700,400,playing_harmonica,activitynet,103,Playing_accordion,similar
1117,kinetics700,400,playing_harmonica,activitynet,105,Playing_bagpipes,similar
1118,kinetics700,400,playing_harmonica,activitynet,108,Playing_congas,similar
1119,kinetics700,400,playing_harmonica,activitynet,109,Playing_drums,similar
1120,kinetics700,400,playing_harmonica,activitynet,111,Playing_flauta,similar
1121,kinetics700,400,playing_harmonica,activitynet,112,Playing_guitarra,similar
1122,kinetics700,400,playing_harmonica,activitynet,113,Playing_harmonica,equal
1123,kinetics700,400,playing_harmonica,activitynet,117,Playing_piano,similar
1124,kinetics700,400,playing_harmonica,activitynet,122,Playing_saxophone,similar
1125,kinetics700,400,playing_harmonica,activitynet,125,Playing_violin,similar
1126,kinetics700,401,playing_harp,activitynet,103,Playing_accordion,similar
1127,kinetics700,401,playing_harp,activitynet,105,Playing_bagpipes,similar
1128,kinetics700,401,playing_harp,activitynet,108,Playing_congas,similar
1129,kinetics700,401,playing_harp,activitynet,109,Playing_drums,similar
1130,kinetics700,401,playing_harp,activitynet,111,Playing_flauta,similar
1131,kinetics700,401,playing_harp,activitynet,112,Playing_guitarra,similar
1132,kinetics700,401,playing_harp,activitynet,113,Playing_harmonica,similar
1133,kinetics700,401,playing_harp,activitynet,117,Playing_piano,similar
1134,kinetics700,401,playing_harp,activitynet,122,Playing_saxophone,similar
